item_id,category,brand,price,cost,launch_date
i200664,Electronics,GigaPro,931.84,567.85,2025-04-09
i200665,Fashion,ClassicCloth,194.04,101.06,2023-05-30
i200666,Beauty,GlowUp,89.42,60.48,2025-05-16
i200667,Toys,Playful,18.57,14.68,2025-06-08
i200668,Home,HomeEase,90.35,53.78,2023-08-02
i200669,Home,CasaBella,57.69,33.8,2024-11-14
i200670,Grocery,PantryPlus,76.04,35.04,2023-01-12
i200671,Home,HomeEase,152.82,121.11,2023-12-03
i200672,Fashion,UrbanStyle,629.04,469.81,2023-09-29
i200673,Sports,Sportive,490.77,361.98,2023-02-27
i200674,Beauty,Beautify,55.18,36.82,2025-12-16
i200675,Grocery,PantryPlus,17.73,9.61,2025-01-01
i200676,Beauty,GlowUp,13.86,9.01,2024-12-25
i200677,Home,HomeEase,313.3,203.81,2023-06-18
i200678,Grocery,PantryPlus,41.25,26.37,2024-10-05
i200679,Toys,Playful,64.93,31.57,2024-11-18
i200680,Home,HomeEase,219.17,149.36,2023-07-20
i200681,Toys,Playful,52.47,24.99,2024-11-26
i200682,Fashion,TrendWear,169.86,78.7,2024-07-16
i200683,Beauty,GlowUp,152.35,112.58,2023-09-05
i200684,Grocery,DailyGood,87.45,42.03,2024-05-14
i200685,Electronics,GigaPro,1064.89,760.56,2023-04-14
i200686,Home,ComfortCo,210.08,153.88,2024-07-12
i200687,Sports,ProFit,620.79,462.77,2023-01-03
i200688,Electronics,GigaPro,318.81,151.07,2023-01-07
i200689,Electronics,NovaTek,1620.33,1005.54,2024-09-28
i200690,Sports,MoveWell,295.94,148.88,2024-09-15
i200691,Grocery,DailyGood,121.96,59.97,2024-06-12
i200692,Beauty,PureSkin,282.06,182.99,2024-01-07
i200693,Home,ComfortCo,90.81,47.8,2023-01-24
i200694,Electronics,NovaTek,3129.59,1515.53,2024-08-22
i200695,Grocery,FreshFarm,112.17,54.97,2025-08-31
i200696,Grocery,DailyGood,85.13,40.1,2023-09-25
i200697,Toys,FunTime,54.99,22.8,2023-07-15
i200698,Home,CasaBella,140.84,86.8,2025-02-10
i200699,Fashion,ClassicCloth,458.11,233.91,2025-08-09
i200700,Fashion,TrendWear,296.84,234.73,2025-06-10
i200701,Electronics,NovaTek,2464.76,1321.88,2024-08-14
i200702,Home,HomeEase,124.44,61.42,2025-04-19
i200703,Toys,KidJoy,300.0,133.24,2024-03-13
i200704,Toys,FunTime,107.73,51.14,2024-03-20
i200705,Home,CasaBella,496.24,209.55,2024-07-06
i200706,Fashion,TrendWear,298.94,231.53,2023-09-24
i200707,Fashion,TrendWear,464.58,352.94,2024-08-08
i200708,Home,HomeEase,46.36,21.2,2024-10-03
i200709,Grocery,FreshFarm,15.96,11.39,2023-06-01
i200710,Fashion,TrendWear,307.64,195.35,2025-10-18
i200711,Home,CasaBella,39.7,19.4,2025-12-07
i200712,Grocery,FreshFarm,61.75,41.13,2023-08-21
i200713,Sports,ProFit,804.78,445.26,2024-02-14
i200714,Beauty,GlowUp,173.75,122.03,2025-08-18
i200715,Electronics,GigaPro,1598.65,974.84,2025-01-18
i200716,Electronics,ElecMax,1202.68,632.02,2024-03-16
i200717,Home,CasaBella,512.67,244.92,2024-06-02
i200718,Home,HomeEase,78.08,45.56,2024-10-16
i200719,Grocery,DailyGood,93.57,48.86,2023-08-20
i200720,Grocery,PantryPlus,115.97,79.1,2023-02-26
i200721,Fashion,UrbanStyle,250.48,175.36,2025-01-31
i200722,Home,ComfortCo,496.64,208.5,2025-07-14
i200723,Home,HomeEase,413.37,327.57,2024-12-07
i200724,Electronics,ElecMax,603.97,444.41,2023-05-21
i200725,Home,HomeEase,164.62,88.89,2025-12-14
i200726,Electronics,NovaTek,1445.9,713.77,2023-08-26
i200727,Grocery,FreshFarm,20.95,14.17,2024-11-05
i200728,Sports,Sportive,346.88,204.16,2023-09-23
i200729,Sports,ProFit,187.31,122.64,2025-05-10
i200730,Electronics,NovaTek,2141.0,1495.59,2024-04-24
i200731,Fashion,ClassicCloth,662.47,304.3,2023-07-29
i200732,Fashion,ClassicCloth,214.87,103.23,2024-08-27
i200733,Grocery,DailyGood,16.36,6.61,2025-05-13
i200734,Toys,Playful,138.9,74.66,2025-09-09
i200735,Fashion,ClassicCloth,86.77,46.75,2025-09-27
i200736,Toys,FunTime,58.2,43.16,2023-09-17
i200737,Electronics,ElecMax,1495.66,1177.27,2025-09-07
i200738,Home,CasaBella,130.17,98.69,2025-08-15
i200739,Home,CasaBella,382.42,225.54,2023-05-03
i200740,Toys,KidJoy,107.0,70.21,2025-05-06
i200741,Grocery,FreshFarm,10.92,6.44,2023-09-30
i200742,Sports,ProFit,357.52,216.31,2024-12-26
i200743,Sports,Sportive,274.38,164.84,2023-10-20
i200744,Beauty,PureSkin,57.58,31.67,2023-07-07
i200745,Beauty,Beautify,17.14,10.6,2023-03-30
i200746,Home,CasaBella,363.97,197.06,2023-01-24
i200747,Electronics,ElecMax,2185.38,1316.73,2025-12-26
i200748,Home,CasaBella,83.92,57.94,2023-03-02
i200749,Fashion,TrendWear,135.98,78.36,2024-08-11
i200750,Fashion,UrbanStyle,652.67,442.04,2025-03-21
i200751,Toys,KidJoy,33.38,20.01,2023-06-08
i200752,Electronics,GigaPro,860.25,488.59,2023-04-20
i200753,Beauty,Beautify,108.33,73.72,2023-05-27
i200754,Home,ComfortCo,800.0,466.91,2024-07-27
i200755,Home,HomeEase,136.6,93.42,2023-05-23
i200756,Home,CasaBella,258.26,123.36,2025-08-08
i200757,Fashion,ClassicCloth,127.79,66.8,2023-07-11
i200758,Grocery,DailyGood,99.06,77.95,2024-10-08
i200759,Home,HomeEase,27.71,16.9,2024-03-19
i200760,Beauty,PureSkin,171.93,123.8,2025-08-31
i200761,Toys,Playful,149.94,92.61,2023-03-12
i200762,Grocery,FreshFarm,137.82,72.04,2025-10-13
i200763,Electronics,GigaPro,1410.24,768.82,2025-11-03
i200764,Toys,Playful,48.04,30.97,2025-09-19
i200765,Home,CasaBella,214.75,128.17,2025-01-31
i200766,Grocery,DailyGood,142.49,72.72,2023-11-16
i200767,Electronics,Techio,816.42,364.87,2025-11-24
i200768,Sports,MoveWell,968.64,425.68,2025-05-01
i200769,Toys,FunTime,289.22,176.85,2024-02-05
i200770,Beauty,Beautify,196.57,113.55,2024-08-10
i200771,Fashion,ClassicCloth,362.25,148.0,2023-01-05
i200772,Home,CasaBella,104.78,78.95,2025-03-02
i200773,Electronics,NovaTek,4900.72,2247.7,2024-06-18
i200774,Toys,KidJoy,42.12,23.27,2023-02-24
i200775,Electronics,GigaPro,4738.24,2112.74,2023-07-04
i200776,Beauty,PureSkin,37.08,25.19,2024-08-11
i200777,Electronics,GigaPro,351.66,150.7,2025-07-09
i200778,Fashion,ClassicCloth,238.89,181.64,2023-11-06
i200779,Electronics,NovaTek,3087.71,1744.26,2024-11-20
i200780,Sports,MoveWell,491.56,261.41,2023-02-21
i200781,Home,HomeEase,143.66,65.84,2023-12-28
i200782,Fashion,TrendWear,331.87,187.0,2024-03-11
i200783,Toys,Playful,39.43,26.95,2023-07-30
i200784,Sports,MoveWell,283.79,134.74,2024-01-24
i200785,Toys,FunTime,91.17,71.23,2024-01-19
i200786,Sports,MoveWell,80.96,41.51,2023-07-17
i200787,Grocery,PantryPlus,119.0,56.85,2025-04-15
i200788,Toys,KidJoy,67.78,32.28,2023-11-15
i200789,Toys,KidJoy,37.61,26.54,2023-01-11
i200790,Electronics,GigaPro,669.38,272.27,2023-03-06
i200791,Electronics,NovaTek,980.64,486.21,2025-10-04
i200792,Beauty,GlowUp,76.2,55.02,2024-03-15
i200793,Fashion,UrbanStyle,300.1,142.23,2023-11-21
i200794,Beauty,PureSkin,222.21,127.96,2025-11-19
i200795,Toys,FunTime,175.58,122.82,2024-02-10
i200796,Fashion,UrbanStyle,366.75,242.87,2025-10-07
i200797,Grocery,FreshFarm,69.65,42.58,2025-02-28
i200798,Fashion,UrbanStyle,252.72,138.99,2023-03-30
i200799,Fashion,UrbanStyle,115.16,65.62,2025-02-23
i200800,Beauty,PureSkin,10.0,6.17,2023-10-24
i200801,Beauty,PureSkin,67.51,38.63,2023-11-24
i200802,Grocery,PantryPlus,34.35,20.54,2024-01-05
i200803,Home,CasaBella,178.52,75.16,2023-06-13
i200804,Beauty,PureSkin,19.45,14.12,2024-09-13
i200805,Grocery,PantryPlus,24.24,9.96,2024-12-30
i200806,Sports,ProFit,468.13,317.81,2025-06-21
i200807,Beauty,Beautify,61.81,40.22,2025-03-04
i200808,Grocery,FreshFarm,71.78,35.4,2024-05-15
i200809,Toys,FunTime,159.62,73.57,2024-08-24
i200810,Electronics,Techio,699.42,365.06,2024-07-08
i200811,Fashion,ClassicCloth,124.64,82.45,2023-03-25
i200812,Toys,Playful,298.19,142.9,2025-12-19
i200813,Sports,MoveWell,316.09,224.59,2025-12-03
i200814,Fashion,ClassicCloth,120.98,61.77,2024-12-18
i200815,Fashion,TrendWear,98.05,72.47,2023-06-28
i200816,Beauty,Beautify,59.02,41.86,2025-12-12
i200817,Fashion,UrbanStyle,421.41,211.65,2024-09-01
i200818,Toys,KidJoy,49.41,35.66,2024-12-08
i200819,Fashion,ClassicCloth,357.52,206.07,2025-03-27
i200820,Toys,Playful,44.77,26.25,2024-11-03
i200821,Fashion,UrbanStyle,56.81,41.94,2024-11-05
i200822,Electronics,ElecMax,564.83,284.52,2023-04-18
i200823,Grocery,FreshFarm,16.08,8.71,2025-04-23
i200824,Toys,Playful,39.6,16.3,2024-03-04
i200825,Home,HomeEase,276.48,210.43,2023-04-23
i200826,Fashion,UrbanStyle,401.68,276.29,2023-06-23
i200827,Electronics,Techio,619.35,323.47,2024-03-19
i200828,Fashion,UrbanStyle,73.66,36.37,2025-10-21
i200829,Fashion,ClassicCloth,634.68,429.14,2025-12-02
i200830,Home,CasaBella,185.74,84.64,2024-04-08
i200831,Home,ComfortCo,721.14,402.77,2024-08-11
i200832,Home,ComfortCo,67.33,38.31,2025-01-01
i200833,Toys,KidJoy,72.4,53.66,2024-06-03
i200834,Fashion,ClassicCloth,535.94,339.83,2023-12-01
i200835,Beauty,PureSkin,47.85,28.0,2024-12-13
i200836,Home,ComfortCo,488.86,283.97,2023-07-01
i200837,Grocery,PantryPlus,66.15,40.54,2023-09-10
i200838,Sports,Sportive,229.99,119.33,2025-01-14
i200839,Grocery,DailyGood,74.01,38.56,2023-11-11
i200840,Grocery,DailyGood,127.8,89.95,2025-01-29
i200841,Electronics,GigaPro,2787.97,1421.45,2024-10-12
i200842,Toys,Playful,92.56,48.23,2023-04-22
i200843,Home,ComfortCo,133.37,57.77,2025-02-01
i200844,Beauty,PureSkin,109.65,51.85,2025-03-11
i200845,Sports,ProFit,327.72,240.45,2025-10-13
i200846,Toys,FunTime,38.77,24.88,2023-05-14
i200847,Beauty,Beautify,237.16,178.25,2025-05-09
i200848,Fashion,TrendWear,262.95,153.33,2025-07-03
i200849,Grocery,DailyGood,72.37,53.97,2025-10-21
i200850,Fashion,TrendWear,95.18,46.04,2024-10-03
i200851,Home,CasaBella,99.9,44.14,2023-10-15
i200852,Fashion,ClassicCloth,102.9,66.03,2025-06-01
i200853,Grocery,PantryPlus,34.83,18.08,2025-09-19
i200854,Sports,ProFit,154.95,72.69,2024-08-29
i200855,Home,HomeEase,247.95,172.88,2025-10-02
i200856,Home,HomeEase,159.58,74.22,2025-08-08
i200857,Electronics,GigaPro,5000.0,3485.64,2023-06-16
i200858,Fashion,UrbanStyle,131.57,89.5,2025-11-10
i200859,Fashion,ClassicCloth,138.22,78.25,2023-05-25
i200860,Fashion,ClassicCloth,115.65,70.93,2025-07-05
i200861,Fashion,ClassicCloth,143.29,98.55,2023-08-23
i200862,Sports,Sportive,159.45,105.82,2023-06-28
i200863,Beauty,PureSkin,37.28,24.52,2023-08-16
i200864,Fashion,TrendWear,125.62,50.58,2023-04-07
i200865,Fashion,TrendWear,98.12,73.89,2024-08-09
i200866,Toys,Playful,92.06,55.25,2025-02-19
i200867,Beauty,GlowUp,46.01,34.8,2023-09-30
i200868,Grocery,DailyGood,43.4,28.2,2024-04-21
i200869,Beauty,GlowUp,146.19,86.52,2025-09-22
i200870,Fashion,UrbanStyle,800.0,521.9,2024-03-13
i200871,Grocery,FreshFarm,77.1,43.33,2024-05-10
i200872,Electronics,Techio,4086.73,2744.7,2023-04-12
i200873,Grocery,DailyGood,63.9,49.88,2023-05-08
i200874,Electronics,ElecMax,1001.49,429.0,2023-12-06
i200875,Sports,ProFit,275.11,180.19,2024-12-03
i200876,Grocery,PantryPlus,59.36,34.36,2024-06-12
i200877,Electronics,NovaTek,5000.0,2177.52,2025-03-05
i200878,Grocery,PantryPlus,69.04,33.0,2023-10-22
i200879,Fashion,TrendWear,246.37,138.69,2024-01-21
i200880,Fashion,ClassicCloth,315.21,218.63,2025-09-05
i200881,Fashion,UrbanStyle,435.69,185.15,2025-12-27
i200882,Fashion,TrendWear,333.92,235.06,2025-10-04
i200883,Fashion,TrendWear,58.34,28.1,2023-07-12
i200884,Home,CasaBella,93.25,57.26,2023-02-25
i200885,Fashion,UrbanStyle,186.79,122.1,2025-10-22
i200886,Beauty,PureSkin,17.33,13.31,2023-12-05
i200887,Electronics,GigaPro,341.8,258.74,2024-11-17
i200888,Toys,Playful,183.27,82.23,2023-01-11
i200889,Beauty,PureSkin,21.35,10.88,2025-03-23
i200890,Electronics,Techio,2278.5,1092.73,2024-06-20
i200891,Grocery,FreshFarm,17.5,11.93,2024-02-05
i200892,Fashion,UrbanStyle,72.72,32.41,2024-02-09
i200893,Fashion,UrbanStyle,221.22,152.04,2023-04-22
i200894,Fashion,TrendWear,225.64,176.49,2023-06-16
i200895,Toys,FunTime,300.0,160.79,2024-06-26
i200896,Electronics,GigaPro,765.86,482.43,2024-05-27
i200897,Toys,Playful,150.62,73.08,2023-11-13
i200898,Sports,ProFit,369.28,265.98,2023-07-05
i200899,Fashion,ClassicCloth,144.79,88.87,2023-06-15
i200900,Grocery,PantryPlus,13.28,6.78,2024-06-28
i200901,Beauty,Beautify,48.68,19.71,2023-04-20
i200902,Beauty,GlowUp,34.36,22.47,2024-05-10
i200903,Toys,FunTime,60.39,29.75,2024-12-27
i200904,Sports,ProFit,633.17,317.9,2023-11-27
i200905,Grocery,PantryPlus,64.77,34.96,2025-07-24
i200906,Home,ComfortCo,93.92,57.5,2025-04-01
i200907,Toys,FunTime,26.44,14.28,2023-04-08
i200908,Electronics,Techio,2976.75,1374.83,2025-02-11
i200909,Sports,ProFit,339.34,250.78,2024-12-10
i200910,Grocery,PantryPlus,87.58,37.38,2024-08-06
i200911,Sports,MoveWell,447.87,283.48,2024-07-13
i200912,Fashion,ClassicCloth,242.98,100.7,2024-02-23
i200913,Beauty,Beautify,24.0,16.11,2024-08-30
i200914,Grocery,PantryPlus,200.0,122.19,2023-04-30
i200915,Fashion,TrendWear,205.67,96.06,2023-09-30
i200916,Toys,KidJoy,30.53,12.96,2024-02-27
i200917,Home,ComfortCo,671.26,358.93,2023-07-23
i200918,Grocery,DailyGood,127.48,100.26,2023-07-29
i200919,Home,ComfortCo,248.43,181.23,2023-12-08
i200920,Grocery,DailyGood,19.69,14.96,2024-04-27
i200921,Electronics,GigaPro,2162.9,1103.3,2024-07-21
i200922,Fashion,UrbanStyle,136.41,90.11,2025-07-10
i200923,Toys,KidJoy,76.53,50.96,2025-04-28
i200924,Toys,KidJoy,122.5,66.48,2024-09-06
i200925,Fashion,TrendWear,348.89,184.2,2025-09-14
i200926,Beauty,Beautify,64.46,33.38,2023-03-20
i200927,Electronics,ElecMax,2466.89,1128.6,2024-04-02
i200928,Electronics,Techio,397.19,302.97,2025-03-23
i200929,Electronics,Techio,5000.0,2672.67,2025-09-23
i200930,Fashion,UrbanStyle,232.84,180.86,2025-02-26
i200931,Fashion,ClassicCloth,57.36,37.24,2024-06-12
i200932,Electronics,ElecMax,1137.28,510.5,2023-09-25
i200933,Fashion,TrendWear,800.0,588.56,2024-01-05
i200934,Grocery,FreshFarm,34.46,15.79,2023-10-10
i200935,Beauty,GlowUp,68.16,27.94,2025-07-11
i200936,Fashion,ClassicCloth,85.42,55.87,2024-11-01
i200937,Home,HomeEase,163.0,68.32,2025-02-19
i200938,Beauty,GlowUp,100.5,70.36,2023-05-09
i200939,Home,HomeEase,263.17,127.01,2023-03-04
i200940,Grocery,DailyGood,61.05,24.56,2025-10-28
i200941,Fashion,UrbanStyle,338.8,137.49,2025-01-17
i200942,Electronics,GigaPro,2190.96,1157.88,2023-06-11
i200943,Toys,Playful,264.13,175.98,2025-09-25
i200944,Toys,FunTime,83.2,48.42,2024-08-02
i200945,Grocery,FreshFarm,27.24,10.91,2024-01-24
i200946,Grocery,DailyGood,34.84,21.4,2024-04-04
i200947,Home,CasaBella,215.56,113.81,2025-08-31
i200948,Toys,Playful,114.6,78.23,2023-06-02
i200949,Grocery,PantryPlus,21.39,11.69,2025-07-10
i200950,Grocery,DailyGood,185.22,134.36,2025-09-12
i200951,Fashion,TrendWear,109.53,67.32,2025-05-18
i200952,Toys,KidJoy,89.63,57.53,2023-10-20
i200953,Grocery,FreshFarm,53.18,22.12,2025-02-15
i200954,Sports,MoveWell,93.2,60.41,2025-03-16
i200955,Fashion,ClassicCloth,463.27,197.35,2025-11-15
i200956,Electronics,Techio,506.15,212.4,2024-04-17
i200957,Electronics,GigaPro,309.42,211.92,2025-11-20
i200958,Fashion,TrendWear,226.27,127.4,2023-09-12
i200959,Sports,Sportive,250.94,183.85,2023-06-27
i200960,Home,HomeEase,24.68,19.43,2025-09-12
i200961,Home,CasaBella,74.6,56.24,2023-05-16
i200962,Electronics,Techio,1212.73,922.41,2025-06-26
i200963,Fashion,UrbanStyle,132.25,56.97,2023-07-07
i200964,Beauty,GlowUp,41.05,17.91,2024-10-04
i200965,Sports,ProFit,167.81,93.73,2025-07-13
i200966,Grocery,FreshFarm,31.3,24.72,2025-03-15
i200967,Beauty,GlowUp,113.62,47.17,2023-11-01
i200968,Home,ComfortCo,274.85,148.95,2024-05-04
i200969,Toys,KidJoy,109.25,68.22,2024-02-03
i200970,Grocery,PantryPlus,60.13,26.51,2024-09-02
i200971,Home,CasaBella,164.22,115.91,2025-11-24
i200972,Toys,Playful,67.23,39.54,2023-08-12
i200973,Grocery,DailyGood,167.29,82.53,2025-05-06
i200974,Fashion,TrendWear,232.98,156.46,2025-01-02
i200975,Beauty,PureSkin,87.01,53.56,2024-08-01
i200976,Fashion,ClassicCloth,65.87,35.97,2025-03-09
i200977,Home,ComfortCo,408.58,302.33,2023-05-05
i200978,Beauty,Beautify,59.3,27.01,2025-01-30
i200979,Grocery,DailyGood,22.09,12.98,2024-01-08
i200980,Electronics,NovaTek,601.29,386.76,2024-12-03
i200981,Grocery,PantryPlus,47.96,22.15,2025-07-16
i200982,Electronics,GigaPro,1559.85,1104.46,2025-10-05
i200983,Fashion,UrbanStyle,216.41,127.35,2025-03-24
i200984,Electronics,ElecMax,4646.86,2071.91,2024-05-12
i200985,Toys,KidJoy,177.49,128.66,2024-06-01
i200986,Electronics,ElecMax,3734.37,2052.28,2023-01-28
i200987,Grocery,DailyGood,147.38,109.12,2024-05-06
i200988,Grocery,PantryPlus,21.39,16.39,2023-06-05
i200989,Fashion,UrbanStyle,250.83,116.5,2023-05-26
i200990,Grocery,PantryPlus,149.95,104.93,2025-06-18
i200991,Fashion,UrbanStyle,324.48,157.12,2023-07-28
i200992,Fashion,TrendWear,144.98,68.32,2024-01-30
i200993,Fashion,TrendWear,179.96,82.67,2024-02-03
i200994,Beauty,GlowUp,57.31,35.2,2024-04-11
i200995,Grocery,PantryPlus,75.26,43.94,2023-04-09
i200996,Electronics,ElecMax,270.6,144.95,2025-06-14
i200997,Fashion,ClassicCloth,548.25,296.1,2024-04-23
i200998,Fashion,UrbanStyle,253.73,185.59,2023-05-31
i200999,Electronics,ElecMax,2961.69,1946.98,2023-11-20
